time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2004-08-16T03:13:29.800Z,37.812,16.281,30.8,2.5,md,5,229.9,,,us,usp000d28f,2014-11-07T01:23:13.129Z,"23 km SE of Weather Station, Italy",earthquake,,,,,reviewed,rom,rom
2004-08-15T18:21:05.000Z,38.62,16.248,9.1,3.3,md,22,82.5,,,us,usp000d27h,2014-11-07T01:23:13.033Z,"0 km SSW of Pizzoni, Italy",earthquake,,,,,reviewed,rom,rom
2004-08-11T10:04:42.000Z,38.933,15.913,14.5,2.8,md,11,97.4,,,us,usp000d1y0,2014-11-07T01:23:11.013Z,"20 km WSW of Nocera Scalo, Italy",earthquake,,,,,reviewed,rom,rom
2004-08-11T09:55:41.500Z,37.895,14.139,8.9,2.6,md,8,104.8,,,us,usp000d1xz,2014-11-07T01:23:11.011Z,"4 km NNW of Geraci Siculo, Italy",earthquake,,,,,reviewed,rom,rom
2004-08-08T08:09:14.600Z,38.328,15.027,11.2,2.5,md,10,172.1,,,us,usp000d1r7,2014-11-07T01:23:10.184Z,"16 km SSE of Lipari, Italy",earthquake,,,,,reviewed,rom,rom
2004-08-06T01:00:29.100Z,38.98,15.632,223.6,2.6,md,6,174,,,us,usp000d1kf,2014-11-07T01:23:09.465Z,"40 km NNW of Santa Domenica, Italy",earthquake,,,,,reviewed,rom,rom
2004-07-30T22:27:12.600Z,38.788,16.049,50.3,2.6,md,8,116.5,,,us,usp000d15g,2014-11-07T01:23:02.714Z,"7 km NNE of Briatico, Italy",earthquake,,,,,reviewed,rom,rom
2004-07-27T16:02:33.000Z,38.943,15.834,5,2.5,md,6,158.2,,,us,usp000d0yt,2014-11-07T01:22:59.464Z,"26 km WSW of Nocera Scalo, Italy",earthquake,,,,,reviewed,rom,rom
2004-07-23T07:23:41.900Z,38.6,14.252,17.2,2.7,md,6,176.7,,,us,usp000d0r1,2014-11-07T01:22:57.277Z,"50 km W of Leni, Italy",earthquake,,,,,reviewed,rom,rom
2004-07-22T06:29:15.400Z,38.954,15.908,11.8,2.5,md,8,151.7,,,us,usp000d0ny,2014-11-07T01:22:56.912Z,"19 km WSW of Nocera Scalo, Italy",earthquake,,,,,reviewed,rom,rom
2004-07-22T02:12:31.500Z,37.706,15.092,6.2,2.8,md,12,112.5,,,us,usp000d0np,2014-11-07T01:22:56.864Z,"2 km SW of Milo, Italy",earthquake,,,,,reviewed,rom,rom
2004-07-22T02:11:27.600Z,37.685,15.109,3.7,3.1,md,25,66.6,,,us,usp000d0nn,2014-11-07T01:22:56.862Z,"0 km NNE of Zafferana Etnea, Italy",earthquake,,,,,reviewed,rom,rom
